GameId,Period,Jam,Team,PlayerId,Position,Box,Penalties,PostPassBox,PostPassPenalties,PassOccurred
1005,1,1,Harlots,30,Jammer,X,1,,0,FALSE
1005,1,1,Harlots,32,Blocker3,,0,,0,FALSE
1005,1,1,Harlots,34,Blocker1,,0,,0,FALSE
1005,1,1,Harlots,35,Pivot,,0,,0,FALSE
1005,1,1,Harlots,40,Blocker2,,0,,0,FALSE
1005,1,1,Plan B,28,Pivot,,0,,0,FALSE
1005,1,1,Plan B,45,Blocker1,,0,,0,FALSE
1005,1,1,Plan B,46,Blocker2,,0,,0,FALSE
1005,1,1,Plan B,48,Jammer,X,1,,0,FALSE
1005,1,1,Plan B,52,Blocker3,,0,,0,FALSE
1005,1,2,Harlots,29,Blocker1,,0,,0,FALSE
1005,1,2,Harlots,31,Blocker3,,0,,0,FALSE
1005,1,2,Harlots,33,Pivot,,0,,0,FALSE
1005,1,2,Harlots,38,Blocker2,X,1,,0,FALSE
1005,1,2,Harlots,39,Jammer,X,1,,0,FALSE
1005,1,2,Plan B,13,Pivot,,0,,0,FALSE
1005,1,2,Plan B,43,Blocker1,,0,,0,FALSE
1005,1,2,Plan B,44,Jammer,,0,,0,FALSE
1005,1,2,Plan B,47,Blocker2,,0,,0,FALSE
1005,1,2,Plan B,51,Blocker3,X,1,,0,FALSE
1005,1,3,Harlots,32,Blocker3,,0,,0,FALSE
1005,1,3,Harlots,34,Blocker2,,0,,0,FALSE
1005,1,3,Harlots,35,Pivot,,0,,0,FALSE
1005,1,3,Harlots,41,Blocker1,,0,,0,FALSE
1005,1,3,Harlots,42,Jammer,,0,,0,FALSE
1005,1,3,Plan B,4,Jammer,,0,,0,FALSE
1005,1,3,Plan B,28,Pivot,,0,,0,FALSE
1005,1,3,Plan B,45,Blocker2,,0,,0,FALSE
1005,1,3,Plan B,50,Blocker1,,0,,0,FALSE
1005,1,3,Plan B,52,Blocker3,/,1,,0,FALSE
1005,1,4,Harlots,29,Blocker2,,0,,0,FALSE
1005,1,4,Harlots,33,Pivot,,0,,0,FALSE
1005,1,4,Harlots,36,Jammer,,0,,0,FALSE
1005,1,4,Harlots,38,Blocker3,,0,,0,FALSE
1005,1,4,Harlots,40,Blocker1,,0,,0,FALSE
1005,1,4,Plan B,13,Pivot,,0,,0,FALSE
1005,1,4,Plan B,49,Blocker2,,0,,0,FALSE
1005,1,4,Plan B,51,Blocker1,,0,,0,FALSE
1005,1,4,Plan B,52,Blocker3,X,1,,0,FALSE
1005,1,4,Plan B,53,Jammer,,0,,0,FALSE
1005,1,5,Harlots,30,Jammer,,0,,0,FALSE
1005,1,5,Harlots,31,Blocker3,,0,,0,FALSE
1005,1,5,Harlots,32,Blocker2,,0,,0,FALSE
1005,1,5,Harlots,34,Blocker1,,0,,0,FALSE
1005,1,5,Harlots,35,Pivot,,0,,0,FALSE
1005,1,5,Plan B,28,Pivot,,0,,0,FALSE
1005,1,5,Plan B,45,Blocker3,/,1,,0,FALSE
1005,1,5,Plan B,46,Blocker2,,0,,0,FALSE
1005,1,5,Plan B,48,Jammer,,0,,0,FALSE
1005,1,5,Plan B,52,Blocker1,,0,,0,FALSE
1005,1,6,Harlots,29,Blocker1,,0,,0,FALSE
1005,1,6,Harlots,33,Pivot,,0,,0,TRUE
1005,1,6,Harlots,38,Blocker3,,0,,0,FALSE
1005,1,6,Harlots,39,Jammer,,0,,0,FALSE
1005,1,6,Harlots,41,Blocker2,,0,,0,FALSE
1005,1,6,Plan B,13,Pivot,,0,,0,FALSE
1005,1,6,Plan B,44,Jammer,,0,,0,FALSE
1005,1,6,Plan B,45,Blocker3,X,1,,0,FALSE
1005,1,6,Plan B,47,Blocker1,,0,,0,FALSE
1005,1,6,Plan B,51,Blocker2,,0,,0,FALSE
1005,1,7,Harlots,32,Blocker1,,0,,0,FALSE
1005,1,7,Harlots,34,Blocker3,/,1,,0,FALSE
1005,1,7,Harlots,35,Pivot,,0,,0,FALSE
1005,1,7,Harlots,40,Blocker2,,0,,0,FALSE
1005,1,7,Harlots,42,Jammer,,0,,0,FALSE
1005,1,7,Plan B,4,Jammer,,0,,0,FALSE
1005,1,7,Plan B,28,Pivot,,0,,0,FALSE
1005,1,7,Plan B,46,Blocker2,,0,,0,FALSE
1005,1,7,Plan B,50,Blocker1,,0,,0,FALSE
1005,1,7,Plan B,52,Blocker3,,0,,0,FALSE
1005,1,8,Harlots,29,Blocker1,,0,,0,FALSE
1005,1,8,Harlots,33,Pivot,,0,,0,FALSE
1005,1,8,Harlots,34,Blocker3,X,1,,0,FALSE
1005,1,8,Harlots,36,Jammer,,0,,0,FALSE
1005,1,8,Harlots,38,Blocker2,,0,,0,FALSE
1005,1,8,Plan B,13,Pivot,X,1,,0,FALSE
1005,1,8,Plan B,43,Blocker2,X,1,,0,FALSE
1005,1,8,Plan B,49,Blocker1,,0,,0,FALSE
